,title,pubDate,description,link
547,'We need to be much more firmer': NSW Police to further crack down on lockdown breaches,2021-07-08 00:00:00.000000,"Police/nacross the state will start cracking down even harder on people caught breaking/nlockdown/nrestrictions after another 106 fines were handed down in the last day./nNSW/nDeputy Police Commissioner Gary Worboys said that although the vast majority of residents in NSW are complying, a number of people are still not getting the message./n""Police have always said that they will be firm, but fair. We are now in a position where we need to be much more firmer than fairer,"" he said./nREAD MORE:/n/nNSW records 77 new cases of COVID-19, one death as cluster surges/n""People understand the orders more and more and police are just getting a little tired of people that disguise their behaviour around the orders to try and give some legitimacy to it.""/nFines have been issued right across NSW, from Kings Cross, to Orange, to Penrith and south-west Sydney./nOf those caught out by police, 15 were a group of men playing a game of cards inside a small apartment in Marrickville in Sydney's inner-west./nREAD MORE:/n/nData reveals how the Delta variant has evaded the Sydney lockdown/n""These men were in their 50s, through to just short of 90 years of age,"" Deputy Commissioner Worboys said./n""No masks, no social distancing, clearly in an environment that was a huge risk to them, their families and their community./n""Police issued infringement notices and we'll follow up and make sure that each and every person that was there playing cards is dealt with appropriately.""/nAn 18th birthday party at Sydney Olympic Park was also shut down by police and 10 guests – found hiding in various locations around the property – were issued fines./n""There were 10 people at this party, clearly organised. They turned up, they were aware of the public health orders,"" Deputy Commissioner Worboys said./n""Police took action in terms of infringement notices to each of those people and closed the party down and they were directed to returned home.""/nREAD MORE:/n/nFace masks to be mandatory indoors in common areas of Sydney residential buildings/nIn a separate incident, police were called to a garage in Merrylands after neighbours reported that a gathering was taking place./nWhen police arrived, they found five men in their 20s inside./n""These were young people that were playing PlayStation. Again, noise of that gathering was reported to police, police went along, knocked on the garage door and here were the people sitting outside the public health order, quite clearly, and aware of their obligations.""/nNSW recorded/n77 new local coronavirus cases/ntoday as the cluster gripping the state explodes./nAuthorities expect that number will swell even bigger tomorrow with more than 100 new local cases predicted./nThe state has made/nmasks mandatory/nfor all indoor building common areas in Greater Sydney as the government considers further tightening restrictions.",https://www.9news.com.au/national/nsw-police-to-crackdown-on-people-caught-breaching-coronavirus-restrictions/fc7483ef-6e3b-4b1e-8fdd-fe341bf48a18
548,Missing kayaker off Sydney's northern beaches found,2021-07-12 00:00:00.000000,"A kayaker missing off Sydney's Northern Beaches on Saturday morning has been found after Marine Rescue NSW launched a search for the man./nHis paddling partner raised the alarm, reporting he had not seen him for some time after they set off from Longreef to Palm Beach amid choppy conditions./nHe was reported to have been wearing a lifejacket at the time./nREAD MORE:/n/nCold, wet and windy weekend for NSW/nMarine Rescue NSW has since confirmed that the man had been found./nThe incident came amid warnings from the Bureau of Meterology and Surf Life Saving NSW (SLSNSW) warnings of particularly dangerous surf conditions this weekend./nThe BoM this morning issued a hazardous surf alert as a low pressure system forms off the NSW coast./nConditions will be hazardous for coastal activities such as rock fishing, boating, surfing and swimming with people urged to reconsider being near the water today./n""Beaches are not patrolled at this time of year and we would advise giving rock fishing a miss altogether this weekend,"" SLSNSW CEO Steve Pearce said./nForecast swell conditions could reach five metres offshore on the North Coast./nLarge swell will impact particularly on exposed southern headlands./nFresh to strong south-easterly winds will result in choppy, messy conditions./nSurf rescue teams have been put on standby this weekend to respond to critical incidents, despite it being off-season./nNine people died while rock fishing in the last 12 months in NSW.",https://www.9news.com.au/national/nsw-kayaker-missing-off-sydneys-northern-beaches-police-marine-search-underway-longreef-palm-beach/39dcf35d-e74f-4045-9fc0-0e4c289e2c8a
549,Two charged after illicit drugs worth $12 million allegedly seized,2021-07-12 00:00:00.000000,"Two men have been charged after $12 million worth of cocaine and ice were allegedly seized by police in Sydney's south-west./nPolice said a 24-year-old man tried to flee across the M5 when he and his 23-year-old alleged accomplice were arrested during a vehicle stop in Milperra yesterday./nHe allegedly had 28 grams of cocaine in his pants./nPolice claim to have found another 17 kilograms of white powder and eight kilograms of methylamphetamine in the car - bringing the total seizure's worth to $9.284 million./nREAD MORE:/n/nEight men fined after party in Sydney's east/nREAD MORE:/n/nEight men fined after party in Sydney's east/nA unit in Kogarah was searched after the arrests and police said they found 170 grams of white powder believed to be cocaine./nAn investigation had been launched last month after more than 30 kilograms of methylamphetamine, 11 kilograms of MDMA, three kilograms of heroin and four kilograms of cocaine were found in a white Mitsubishi Triton ute in Hay./nA 65-year-old man was arrested and charged./nFollowing yesterday's arrest, the men taken to/nBankstown Police Station/n, where the 24-year-old man was charged with:/nSix counts of supply prohibited drug > large commercial quantity/nSupply prohibited drug > commercial quantity/nKnowingly deal with proceeds of crime, and escape police custody./nPolice/nwill allege in court that the man was involved in the supply of illicit drugs worth $9.284 million./nIt will be further alleged that the man was also involved in the supply of 50 kilograms of illicit drugs earlier this year./nREAD MORE:/n/nGang leader arrested over murder of Gold Coast bikie/nThe 23-year-old man was charged with two counts of supply prohibited drug > large commercial quantity./nThe pair were both refused bail and appeared at Parramatta Bail Court today. Investigations are continuing./nREAD MORE:/n/nAustralian broadcasting icon Jonathan Coleman dies at 65",https://www.9news.com.au/national/nsw-police-charge-two-after-illicit-drugs-worth-12-million-allegedly-seized/7e8a88f6-7ca5-4dbf-a6e1-f0953675ca7e
550,'Things are going to get worse': NSW records 50 local COVID-19 cases,2021-07-08 00:00:00.000000,"New South Wales has recorded 50 new cases of COVID-19 since yesterday, breaking yesterday's record for the highest number of daily cases since April last year./nOf these locally acquired cases, 37 are linked to a known case or cluster, 14 are household contacts and 23 are close contacts. The source of infection for 13 cases remains under investigation./nPremier Gladys Berejiklian has called on more people to come forward for testing after 42,000 people were tested for COVID-19 in the last 24 hours./nThe number of people hospitalised with COVID-19 has grown again overnight with a teenager also now being treated in ICU./nREAD MORE:/n/nSydney lockdown to extend beyond August, top doctor predicts/nOf today's 50 cases, more than half were in the community while infectious./n""That is the number we need to get down to as close to zero as possible,"" Ms Berejiklian said./n""When you know that there are 26 cases infectious in the community, the only conclusion we can draw is that things are going to get worse before they get better.""/nResidents around Greater Sydney have been warned against flouting lockdown rules after restrictions were tightened yesterday afternoon./nMs Berejiklian said there are still instances of people visiting friends and family members for non-essential reasons resulting in the spread of the virus between close contacts./n""We've noticed a significant decline in mobility, we've noticed people doing the right thing, but that has to be sustained in order to turn things around,"" Ms Berejiklian said./n""If you truly love your parents, your sisters, your best friends, please stick to the rules,"" Ms Berejiklian said./nAuthorities have highlighted the consequences of breaking the state's lockdown restrictions./nTen further cases have been linked to a gathering at the Meriton Suites Waterloo on the first day of Sydney's lockdown on June 26./nAll new cases are contacts of people who attended the gathering, bringing the total number of cases linked to the venue to 35./nPolice have issued 167 infringement notices in the last 24 hours including eight men who hosted a ""party"" in Randwick in Sydney's east./nPolice were called to the home due to noise complaints, with each of the men fined $1000 for breaching restrictions./n""People need to take responsibility. They need to make good decisions. Every single time that you make a poor decision, you put yourself at risk, your family at risk, and also the community,"" Deputy Commissioner Gary Worboys said./nThe Premier said breaches of gathering restrictions could prolong the state's lockdown./n""What will determine how quickly we get out of the lockdown is what each individual does, and it does come down to a handful of people,"" Ms Berejiklian said./nAuthorities have also issued a plea to people identified as COVID-positive to cooperate with contact tracers./n""Please tell us the truth the first time around,"" Ms Berejiklian said./n""When people withhold information, it means that their contacts are potentially infectious in the community./n""Eventually our health contact tracers get to the truth so please tell the truth from the first minute.""/nMs Berejiklian said the priority for the state is now getting the number of community transmission cases as ""close to zero as possible""./n""We have to stop the number of people infectious still pretending that there is nothing wrong and still pretending that having symptoms and walking around the community is okay. It's not,"" she said./nDr Chant has stressed she doesn't want all focus to be on Sydney's south west despite a growing number of cases in the area./n""It is really critical that whilst we disclose where the cases are occurring, we should not be complacent, because if are you in Western Sydney, if you are northern Sydney, if you are in any part of Greater metropolitan Sydney, your risk is elevated,"" she said./nREAD MORE:/n/nData reveals how the Delta variant has evaded the Sydney lockdown/nThe number of people hospitalised with COVID-19 has grown again overnight with a teenager now being treated in ICU./nThere are now 47 people in hospital with the virus, with 19 of those under the age of 55./nEight of those in hospital are under the age of 35, prompting a warning from the state's Chief Health Officer Dr Kerry Chant.""/nCOVID is a severe disease associated with hospitalisation and tragically in some circumstances, death. It is critical that we follow the stay-at-home rules,"" she said./nNone of those being treated for the Delta variant in hospital have been fully vaccinated, Dr Kerry Chant has revealed./nOf the 47 people admitted to hospital, 37 are unvaccinated./nFour have received the first dose of AstraZeneca vaccine and one has received first dose of Pfizer./nFive of the cases have both doses of the Pfizer, however they are all residents from the Summit Care home who have been admitted for observation and monitoring despite being asymptomatic./nDr Chant said the statistics reinforce the importance of vaccination in tackling the virus./n""Please go and get vaccinated. If you have access, according to the eligibility checker for your vaccine, make that appointment now, and if you've had your first dose of AstraZeneca, go and get your second dose,"" she said./nYesterday, 44 people tested positive to the virus with 29 of those out identified as having been out in the community while infectious sending 14,000 thousand close contacts into isolation./nREAD MORE:/n/nQueensland looking closely at NSW border as cases surge in Sydney/nDr Chant has reinforced the importance of the state's stay at home order, urging people to avoid any contact with people outside those they live with./n""The principle is we do not want you to have any interactions with anyone outside your household ... that is the clearest message I can give this weekend,"" she said./n""Please stay at home. Only leave if you absolutely need to. Shop online and only shop for essentials.""/nREAD MORE:/n/n'This cannot continue': NSW cases reach new high",https://www.9news.com.au/national/coronavirus-nsw-update-greater-sydney-begins-new-lockdown-restrictions-case-numbers-surge/ea055b40-4290-467c-8937-f5b069518336
551,"Police crack down on COVID-19 restrictions, eight men fined after party in Sydney's east",2021-07-12 00:00:00.000000,"Police are cracking down on Sydney residents flouting new COVID-19 restrictions this weekend as state health authorities plead with the community to follow the rules./nA total of 167 penalty infringement notices have been issued in the last 24 hours for people failing to comply with gathering limits, mask mandates and stay at home orders./nThe state recorded its highest jump in case numbers in more than 14 months with 50 infections detected since yesterday./nREAD MORE:/n/n'Things are going to get worse': NSW records 50 new cases of COVID-19/nAmong the new infections were ten cases linked to a gathering at the Meriton Suites Waterloo on the first day of Sydney's lockdown on June 26./nAll new cases are contacts of people who attended the gathering, bringing the total number of cases linked to the venue to 35./nEight men were also fined after hosting a party at a home in Sydney's eastern suburbs./nREAD MORE:/n/nSydney lockdown to extend beyond August, top doctor predicts/nAuthorities were called to the property on Arthur St, Randwick, after complaints were made by neighbours./nWhen they arrived, they found eight men aged between 31 and 50 inside the home./nOne of the men said he was present because he was delivering a package, however no such package was found./nAnother man was found hiding behind a shower curtain in an attempt to evade police./nAll eight were fined $1000./nA group of five people at the Entrance on the Central Coast were also fined after hosting a gathering at a private residence./n""People need to take responsibility. They need to make good decisions. Every single time that you make a poor decision, you put yourself at risk, your family at risk, and also the community,"" Deputy Commissioner Gary Worboys said./nThe Premier said breaches of gathering restrictions could prolong the state's lockdown./n""What will determine how quickly we get out of the lockdown is what each individual does, and it does come down to a handful of people,"" Ms Berejiklian said./nThe lockdown for Greater Sydney has been extended until at least July 16 with tighter restrictions introduced from yesterday./nPeople are only permitted to leave their homes for essential reasons and are no longer allowed to travel outside at 10km radius of their home for outdoor exercise.",https://www.9news.com.au/national/coronavirus-nsw-udpate-police-crack-down-covid-lockdown-restrictions-party-goers-fined/de9c1221-1473-4c27-80ee-b8e3d2faee51
552,Teenager among 16 people in ICU with COVID-19,2021-07-12 00:00:00.000000,"A teenager is among 16 people currently in the intensive care unit with/nCOVID-19/n, NSW Chief Health Officer Dr Kerry Chant has revealed./nDr Chant has described the revelation as a ""a salient lesson"" that the virus can affect anyone, regardless of their age./n""There are 19 people admitted to hospital at the moment with COVID under the age of 55, and of those, eight are under the age of 35,"" Dr Chant said./nREAD MORE:/n/n'Things are going to get worse': NSW records 50 local COVID-19 cases/n""Of the 16 people in ICU, one is in their teens./n""I think it is a salient lesson that COVID can impact across all age groups.""/nREAD MORE:/n/nSydney lockdown to extend beyond August, top doctor predicts/nDr Chant said that although the teen is in intensive care, they are not on a ventilator./nThe remaining people in the ICU include one person in their 20s, one in their 30s, one in their 40s, three in their 50s, six in their 60s, two in their 70s, one in their 80s./nNone of those being treated for the Delta variant in hospital have been fully vaccinated, Dr Kerry Chant has revealed./nOf the 47 people admitted to hospital, 37 are unvaccinated./nFour have received the first dose of AstraZeneca vaccine and one has received first dose of Pfizer./nFive of the cases have both doses of the Pfizer, however they are all residents from the Summit Care home who have been admitted for observation and monitoring despite being asymptomatic./nDr Chant said the statistics reinforce the importance of vaccination in tackling the virus./n""Please go and get vaccinated. If you have access, according to the eligibility checker for your vaccine, make that appointment now, and if you've had your first dose of AstraZeneca, go and get your second dose,"" she said./nNSW Premier Gladys Berejiklian said that young people getting seriously ill with COVID-19 is a ""phenomena we have not seen before"" in Australia./n""We have a number of young people in ICU at the moment and that is a phenomena we are not seen before in terms of the broader population,"" she said./n""We all have to work together. The length of this lockdown is up to each and every one of us.""",https://www.9news.com.au/national/sixteen-coronavirus-patients-in-intensive-care-unit-including-teenager/ef90fa3e-73f4-4aab-b1bb-2ca15661dff6
553,Massive surf set to pound NSW coast as temperatures plunge to record lows in Sydney,2021-09-12 00:00:00.000000,"Sydney has recorded its coldest July day in a decade after maximum temperatures only reached 12.1C yesterday afternoon./nTemperatures warmed slightly overnight, reaching 12.3C on Saturday morning./nThe cause of the cold was a trough with extensive cloud and showers./n03:05 EST/n03:10 EST/n03:15 EST/n03:20 EST/n03:25 EST/n03:30 EST/n03:35 EST/nThe trough has now moved offshore and a low developed near the Sydney/Hunter coast./nThis low is maintaining showers over the coastal fringe of Sydney in strong, cool southerly winds however showers will start to break up this afternoon, and another extreme cold day is unlikely./nThe low is also driving powerful surf along the NSW coast, with maximum wave heights increasing to 6 metres offshore of Sydney this morning./nDamaging wind gusts with peak gusts exceeding 90 km/h are forecast in association with the strengthening northwesterly winds from late Saturday morning./nWinds may temporarily decrease Saturday evening before strengthening again to gale force southerlies with average speeds exceeding 60 km/h and peak gusts exceeding 90 kilometres per hour on Sunday morning./nSurf and swell conditions are expected to be hazardous for coastal activities such as rock fishing, boating, and swimming with warnings in place for the Byron Coast, Coffs Coast, Macquarie Coast, Hunter Coast, Sydney Coast and Illawarra Coast today./n02:20 EST/n02:30 EST/n02:40 EST/n02:50 EST/n03:00 EST/n03:10 EST/n03:20 EST/nSydney's maximum temperature today will barely reach 15C with along with very high chance of showers along the coastal fringe, grading to a slight chance in the western suburbs./nThe conditions comes after a particularly icy week for the state and around the country with every state and territory registering temperatures cold enough for frost this week and all but one saw the temperature plunge below -2C./nThe reason for the frigid mornings was string of high pressure systems, which caused a combination of clear skies, light winds and cold, dry air./n16/n9/n21/n10/n13/n2/n33/n19/n13/n6/n15/n8/n19/n12/n20/n8/nThese are the ideal ingredients for frost-producing temperatures at this time of year./nPerisher in the NSW snowy mountains recorded Australia's first -10C of the year so far while Alice Springs woke to sub-zero temperatures twice in one week./nA trough and cold front are triggering gusty winds, rain and storms in western and southern WA, some showers reaching southern SA./nA high and dry air is bringing a cold night to the interior.",https://www.9news.com.au/national/national-weather-forecast-severe-weather-to-bring-rain-wind-and-icy-temperatures-to-nsw-coast/2b5a7aa8-2ea6-4e54-a590-09dcf8088c91
554,Queensland looking closely at NSW border as cases surge in Sydney,2021-07-12 00:00:00.000000,"Queensland/nhas recorded zero new cases of COVID-19, with Premier Annastacia Palaszczuk describing the achievement as ""great news""./nThe milestone comes after a growing outbreak of COVID-19 cases across the state, which health officials believe is now under control./n""We are delighted that through the hard work of Queensland that we have gotten to that situation today,"" Ms Palaszczuk said./nREAD MORE:/n/nNSW reports 44 new cases, tightens restrictions/n""Well done everyone and let's keep up the good work.""/nThere are 8679 people in quarantine, with Queensland's Chief Health Officer Dr Jeannette Young warning the state was not quite out of the woods yet./n""We are not totally out of it yet,"" she said./n""We must keep up quarantine and testing.""/nAll eyes on Sydney outbreak/nWith NSW recording another 44 new cases overnight, tightened restrictions were today announced for Greater Sydney./nThe region is looking less and less likely to come out of lockdown next Friday as planned./nMs Palaszczuk today said Queensland authorities were looking closely at whether the Queensland border will once again have to be shut to all of New South Wales./nREAD MORE:/n/nPalaszczuk defends exemptions after son unable to farewell dying mum/nHealth minister 'confident'/nQueensland's Health Minister Yvette D'Ath said it was the ""best press conference ever"" to be able to announce there were zero new cases in the state./nDr D'Ath said health officials were ""confident"" the outbreak could be eradicated as the state's 8000 close contacts were in quarantine./n""The lockdown that we had allowed us to contact traces and to contain those contacts into quarantine so that they are already away from the community when they were infectious,"" she said./n""This is a great outcome for everyone.""/nLogan Hospital from the main entrance to the antenatal clinic on Monday June 28 from 8.30am to 8.40am and 9.20am and 9.30am was the only place added to the list of exposure sites today./nQueensland's check-in app became mandatory across a range of venues from today./nResidents in the affected Local Government Areas across South East Queensland, Townsville and Palm Island must keep wearing masks for another week./nThere have been instances of Queensland police officers being ""abused and treated poorly"" by members of the public breaching the state's mask mandate./n""The message to the community is to carry on wearing masks ... if you push back you will face a fine and potentially more serious offences,"" Deputy Commissioner Steve Gollschewski said.",https://www.9news.com.au/national/coronavirus-queensland-update-zero-cases-of-covid19-thousands-in-quarantine/349104f0-8f5b-427b-8172-8332976edfa1
555,Chris Dawson's last-ditch legal attempt to avoid trial,2021-07-08 00:00:00.000000,"Chris Dawson is making a last-ditch bid to avoid trial, asking the High Court to permanently stay the case./nThe former Newtown Jets rugby league player has pleaded not guilty to killing his wife Lynette who was last seen at their Bayview home in 1982./nHe has repeatedly said she is alive./nDawson applied to the Supreme Court for a permanent stay of proceedings citing extensive pre-trial publicity through a podcast and the delay in charging him./nBut last month the Court of Appeal agreed the application should be refused./nChief Justice Tom Bathurst said while the issues were serious, they also had to consider the community's interest in bringing those charged with serious criminal offences to trial./n""...such prejudice to Mr Dawson is able to be remedied or sufficiently ameliorated by careful directions which the judge at the trial will give to the jury, as was found by the primary judge,"" a judgement summary read./n9News can reveal the 73-year-old this week filed papers in the High Court./n""The basis of the application is simply that both the original Judge, Justice Fullerton and the court of criminal appeal erred in their approach to the permanent stay,"" his lawyer Greg Walsh said./nMr Walsh also said there was an important issue to look at in terms of the impact of new media on criminal matters, highlighted in a case which others had agreed was exceptional./n""...this was the first occasion where the focus was on publications arising from a podcast series.""/nDawson remains on bail in Queensland with his trial set down for May 2022./n""He's recovering some falls, he's very depressed, so you know he's under a lot of stress and anxiety,"" Mr Walsh said.",https://www.9news.com.au/national/chris-dawson-last-ditch-attempt-to-avoid-trial-over-murder-of-lynette/645f0ca7-83e8-4b6c-9a14-d58f88a24ca2
556,'This cannot continue': Sydney lockdown tightened as NSW records 44 new COVID-19 cases,2021-07-12 00:00:00.000000,"New South Wales has recorded its highest daily/nCOVID-19/nnumber in the current outbreak with 44 new cases, prompting Premier Gladys Berejiklian to tighten lockdown restrictions./nEven more concerningly for health authorities, the majority of those cases have not been in isolation while infectious./nJust 10 were in isolation throughout their infectious period, eight for part of the time and 19 have been out in the community. The isolation status of the remaining seven is still under investigation./nEXPLAINER:/n/nEverything you need to know about Greater Sydney's new restrictions/nLIVE UPDATES:/n/nAll the latest COVID-19 news/nIt marks another jump from yesterday's record figure of 38 new coronavirus cases. At the time, it was the highest daily number in NSW in more than a year./nThe figures have prompted a dire warning from Ms Berejiklian, who has told Sydneysiders to brace for even higher daily case numbers in the days ahead./n""The number of people that have been infectious in the community - last night it was 29 and I suspect it will grow tomorrow and the day after,"" Ms Berejiklian said./n""It is so transmissible, (so) obviously we're going to see higher cases moving forward.""/nMs Berejiklian also echoed Prime Minister Scott Morrison's message this morning that there was no way that NSW could live with the Delta variant in the community, given its current vaccination rate./nREAD MORE:/n/nWhen will lockdown end? NSW premier flags further extension/n""When you only have nine per cent of your community vaccinated, opening up before you get as close to that zero number as possible - it means you would subject thousands and thousands to hospitalisation and death,"" she said./n""When we look around the world and we look at countries that are opening up, that are living freely with COVID and the Delta strain, they are able to do that because half of the population is vaccinated.""/nNew restrictions in place for Greater Sydney/nToday's figures have prompted a tightening of stay-at-home orders, with tougher rules now in place around outdoor exercise, essential shopping and funerals./nOutdoor gatherings limited to two people (excluding members of same household)/nExercise and outdoor recreation restricted to local government area or within 10km radius/nNo browsing in shops; only one person per household per day can leave the house for shopping/nFunerals limited to 10 people (from Sunday)/nRestrictions in regional New South Wales remain unchanged./n""Browsing is not allowed,"" Ms Berejiklian stressed./n""Whether you are in a supermarket or anywhere else buying essential items, you have to think about before you leave the home, can I get this online? Do I need to leave the house to go shopping?""/nIn what the premier has described as a ""heartbreaking"" decision, from Sunday funerals will be limited to 10 mourners./nREAD MORE:/n/nPM shuts down suggestion NSW could 'learn to live with COVID-19'/nMs Berejiklian again stressed that no one should be visiting others' households, except for essential care./n""The only exception is if you are receiving care by one person, dropping off essential goods or for health reasons or exceptional circumstances,"" she said./nCurrent arrangements around childcare centres will remain, but the premier said she was unable to say what schools would look like after next week until she saw where the COVID-19 numbers were heading./nMr Morrison expressed his ""strong support"" for the new restrictions issued for Greater Sydney./n""We will get through it together,"" he said./n""I know it is tiring, exasperating and frustrating. But we need to keep pushing through.""/nThe Prime Minister rejected the assertion that Sydney was in lockdown because of the government's sluggish vaccine rollout./n""It was always known at this time of the year in July of this year that we would still be in the suppression phase,"" he said./n""We've had breaches here, there have been breaches in other places, and when there are breaches it's about trying to contain it as quickly as possible.""/nSydney suburbs of most concern/nNSW's Chief Health Officer Kerry Chant today issued a list of the Sydney suburbs of most concern to health authorities, where COVID-19 is circulating amongst the community./nIn the city's south-east, residents in Sutherland, Kareela, Sylvania, Hurstville and Maroubra need to stay particularly vigilant and continue to come forward for testing./nREAD MORE:/n/nNSW Premier, PM dismiss 'learning to live with COVID-19'/nThe city is also seeing a number of cases emerge in Bossley Park, Smithfield, Fairfield, Glenfield, West Hoxton, Bass Hill, Greenacre, Bonnyrigg Heights, Panania, Bankstown, Canley Vale, Casula, Chester Hill, Edensor Park, Edmondson Park, Greenfield Park, Moorebank, Narellan Vale and St Johns Park./nIt comes after the local government areas of Fairfield, Canterbury-Bankstown and Liverpool were marked as areas of growing concern earlier in the week, as the outbreak spreads from its origins in Bondi./nOf the state's 44 new local cases, 21 infections were from south-west Sydney, eight were from the south-east and seven were from western Sydney./nDr Chant urged Sydneysiders to assume they were coming into contact with someone with COVID-19 every time they left the house./n""Every time you leave your home, you need to assume you are coming into contact with someone who could potentially have COVID,"" she said./nYoung people seriously ill with COVID-19/nDr Chant stressed that as cases rise, hospitals are seeing more young people becoming seriously ill with the coronavirus./nThere are now 43 people in NSW hospitals being treated for the virus, with six new cases have been admitted in just the past 24 hours./nIn a warning for young people, Dr Chant said an increasing number of younger people are being admitted, including seven aged less than 35./nTen people are being treated in intensive care units, four of whom require ventilation./nOne of those patients is in their 20s and another is in their 30s./n'Dramatic change' needed for lockdown to end next week/nToday's figures have left the end date Greater Sydney's lockdown looking increasingly far off, just days/nafter it was extended by a week/n./nMs Berejiklian said today that the length of the lockdown will ""depend on how the community responds"" to restrictions./n""Unfortunately, whether it is complacency or whether it is compliance, we've seen too many people out in the community with symptoms,"" Ms Berejiklian said./n""Unless there is a dramatic change, unless there is a dramatic turnaround in the numbers, I can't see how we would be in a position to ease restrictions by next Friday,"" she said./nREAD MORE:/n/n'This is not about discrimination': Police head to south-west Sydney/nThe original time frame for the lockdown - which also includes the Blue Mountains, the Central Coast, Shellharbour and Wollongong - was to run for two weeks from 6pm on June 26./nMs Berejiklian said she needed ""everyone to be shocked"" by the tightening of restrictions so the tide of climbing COVID-19 cases could turn for the state./n""It is really up to us how long we are in the situation for,"" Ms Berejiklian said./n""What I can say is that our target has to be zero or close to zero community transmission before we can live a normal life like we did prior to the lockdown.""/nAlmost 200 extra police officers have been deployed across the three south-western local government areas of most concern to ensure compliance with the stay-at-home orders./nNSW Police Deputy Commissioner Mal Lanyon said the measures are not racist or discriminatory and were necessary to ensure the latest outbreak doesn't spread any further.",https://www.9news.com.au/national/coronavirus-nsw-update-cases-spike-again-western-suburbs-liverpool-fairfield-canterbury-bankstown-bondi-cluster-july-9/614f3d9b-c278-4570-a17c-1c31595019c3
557,Data reveals how the Delta variant has evaded the Sydney lockdown,2021-07-12 00:00:00.000000,"For the second time in six months, parts of Sydney were thrust into lockdown on June 25 as the Delta strain of COVID-19 spread rapidly throughout the city./nA stay-at-home order that began with seven local government areas was widened a day later to include all of Greater Sydney, the Central Coast, Blue Mountains, Wollongong and Shellharbour./nIt was extended by another week on July 7 and/ntightened further today/n, with Premier Gladys Berejiklian warning it will not end until there is a ""dramatic change"" in daily case numbers./nData analysis conducted by 9news.com.au has revealed just how much more the current/nCOVID-19 outbreak/nhas spread compared to the previous Northern Beaches one, which placed half of the peninsula under strict stay-at-home orders for three weeks over the Christmas period./nAs seen in the graphic below, the findings show the cluster has not ""flattened out"" in the manner last year's Avalon cluster had at similar stages of the outbreak./nInstead, cases continue to rise./nWhile the growth is steady rather than exponential, it is a worrying sign as NSW continues to struggle to contain the Delta strain outbreak./nOn the first day of the December-January lockdown on the Northern Beaches, the Avalon cluster was at 68 cases./nOn the first day of this lockdown, the Bondi cluster had reached 110 cases./nTen days into the Northern Beaches lockdown, the Avalon cluster had nearly doubled to 129 cases./nBut at the same point in this current lockdown, the Bondi cluster had increased by 145 cases, ballooning to 2.5 times its size at the start of the lockdown./nIn the three following days (day 11, 12 and 13), the Avalon cluster increased by 15 cases, whereas the Bondi cluster increased by double that amount, by 30 cases./nWorryingly, there also appears to be an unlinked cluster of cases emerging./nOn July 7, NSW Health reported there were 25 cases unlinked to a known case or cluster, with a further 68 which are linked to those 25 unlinked infections./nToday, that has jumped to 37 unlinked cases, with 117 further cases linked to those./nAdditionally, though the numbers do vacillate day-to-day, the current outbreak does not display the general downward trend in daily local acquired cases that the Avalon outbreak did at this same point in time./nOn day 13 of the Northern Beaches lockdown, NSW recorded just three new local cases, a significantly lower figure than today's 44-case increase./nThe major factor in the increased spread of the current outbreak is the presence of the Delta variant./nHealth authorities have repeatedly warned of the increased contagiousness of this variant, which has wreaked deadly havoc in India and elsewhere around the world./nIt has been known to spread in hotel quarantine without direct contact between recipients - with even the opening of a door allowing it to enter a communal area./nHealth authorities have said every household contact of the current outbreak was becoming infected - a household transmission rate of 100 per cent, compared to about 30 per cent in earlier strains of the virus./nInteract with the tables above for more information. Tables are best viewed on desktop and mobile sites.",https://www.9news.com.au/national/coronavirus-nsw-updates-current-sydney-outbreak-compared-to-avalon-outbreak/d52cd5e0-0890-469c-b129-2b080b96001b
